"","couche","min.14C","max.14C","site","level","pays","lat","long","alt","nb_mamm","First_predite","proba_value","Second_predite","proba_value.1","MAT.moy","MAT.min","MAT.max","Tp.moy","Tp.min","Tp.max","Tmax.moy","Tmax.min","Tmax.max","Tmin.moy","Tmin.min","Tmin.max","Mta.moy","Mta.min","Mta.max","It.moy","It.min","It.max","Itc.moy","Itc.min","Itc.max","P.moy","P.min","P.max","D.moy","D.min","D.max","MAT_se.fit","Tp_se.fit","Tmax_se.fit","Tmin_se.fit","Mta_se.fit","It_se.fit","Itc_se.fit","P_se.fit","D_se.fit","MAT_df","Tp_df","Tmax_df","Tmin_df","Mta_df","It_df","Itc_df","P_df","D_df","MAT_residual.scale","Tp_residual.scale","Tmax_residual.scale","Tmin_residual.scale","Mta_residual.scale","It_residual.scale","Itc_residual.scale","P_residual.scale","D_residual.scale"
"14","El Mirador cave_MI-R51",-15089.5,-13189.5,"El Mirador cave","MI-R51","spain",42.349,-3.51,1033,6,6,0.999244721,8,0.000706131,8.731893373,1.525079878,15.93870687,1026.864097,571.3819352,1482.346259,25.14799606,19.57513543,30.72085669,-6.88571335,-22.88203058,9.110603884,32.03370941,14.1151636,49.95225521,-192.987586,-575.6497058,189.6745339,22.73307567,-168.8546212,214.3207726,383.5070167,-320.8373003,1087.851334,0.531363352,-2.862334036,3.92506074,1.858418133,117.4550041,1.437071356,4.124963969,4.620648287,98.67692881,49.40464328,181.6289892,0.875131397,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"15","Emine-Bair-Khosar Cave, site Ba2_F",-15330,-13630.5,"Emine-Bair-Khosar Cave, site Ba2","F","Crimea",44.7,34.3,982,5,7,0.999920842,6,7.91e-05,9.993751309,2.95654166,17.03096096,1032.367986,587.6050592,1477.130913,27.23807478,21.79636485,32.67978471,-7.81451254,-23.43437533,7.80535025,35.05258732,17.55573333,52.5494413,-196.3278232,-569.9844419,177.3287955,50.628899,-136.4500077,237.7078057,282.0584101,-405.709995,969.8268151,1.832738768,-1.481091959,5.146569495,1.692402531,106.9625521,1.308695367,3.756474035,4.207878043,89.86195364,44.99124382,165.4037676,0.796954445,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"16","Felsst?lle_GH 3b (AH IIIb)",-15105.5,-13239,"FelsstÑlle","GH 3b (AH IIIb)","Germany",48.27,9.75,530,10,6,0.995892063,8,0.004089732,5.659226321,-1.317148428,12.63560107,1030.157602,589.2395378,1471.075666,20.85456649,15.45989877,26.24923422,-8.52615239,-24.01098541,6.958680637,29.38071888,12.03512078,46.72631698,-186.5024963,-556.9289479,183.9239554,-29.92898862,-215.3906454,155.5326682,382.4178978,-299.4049232,1064.240719,1.117275437,-2.16790806,4.402458935,1.629786127,103.005095,1.260275563,3.617490021,4.052192746,86.53719354,43.32663398,159.2840715,0.767468303,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"17","Gigny_IV",-17822,-13405,"Gigny","IV","France",46.42,5.39,400,6,6,0.678143412,8,0.32185496,2.945993906,-4.008427017,9.900414829,839.455625,399.925078,1278.986172,17.1925561,11.81486476,22.57024744,-9.92944286,-25.36554694,5.506661231,27.12199896,9.8309854,44.41301251,-215.3449438,-584.6057072,153.9158196,-105.633599,-290.5116298,79.24443192,425.5481489,-254.1290563,1105.225354,0.266928721,-3.007916692,3.541774135,1.606728377,101.5478082,1.242445543,3.566310802,3.994863476,85.31288996,42.7136611,157.0305658,0.75661038,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"18","Gough's cave - area III_E1",-15244,-14249.5,"Gough's cave - area III","E1","UK",51.08,-2.81,10,2,9,0.999972227,8,1.71e-05,-0.05767124,-6.842283795,6.726941315,759.811427,331.0130411,1188.609813,11.79959441,6.553211916,17.04597691,-9.858625595,-24.91782128,5.200570094,21.65822001,4.789406778,38.52703324,-196.3337518,-556.5781545,163.9106509,-185.241128,-365.6049316,-4.877324381,458.1443927,-204.9369121,1121.225697,1.66602574,-1.528856703,4.860908183,1.418554595,89.65492364,1.096935151,3.148638343,3.527000594,75.3213759,37.71120314,138.6397563,0.667999113,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"19","Gough's cave - area III_E2",-15237.5,-14461,"Gough's cave - area III","E2","UK",51.08,-2.81,10,2,9,0.999972227,8,1.71e-05,-0.05767124,-6.842283795,6.726941315,759.811427,331.0130411,1188.609813,11.79959441,6.553211916,17.04597691,-9.858625595,-24.91782128,5.200570094,21.65822001,4.789406778,38.52703324,-196.3337518,-556.5781545,163.9106509,-185.241128,-365.6049316,-4.877324381,458.1443927,-204.9369121,1121.225697,1.66602574,-1.528856703,4.860908183,1.418554595,89.65492364,1.096935151,3.148638343,3.527000594,75.3213759,37.71120314,138.6397563,0.667999113,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"20","Grosse Badlhohle_NA",-14997.5,-14108.5,"Grosse Badlhohle",NA,"Austria",47.22,15.34,495,10,6,0.999169389,8,0.000823245,5.159495108,-1.910334992,12.22932521,946.606123,499.781531,1393.430715,21.11026717,15.6433326,26.57720173,-10.08446588,-25.77673337,5.607801599,31.19473305,13.61677373,48.77269238,-211.053589,-586.4422646,164.3350867,-22.81234114,-210.7584379,165.1337556,376.972905,-313.9835984,1067.929408,0.466263651,-2.862928087,3.795455389,1.725257539,109.0390412,1.334101377,3.829399347,4.289566568,91.60646485,45.8646694,168.6147898,0.812425909,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"21","Grot Skeliastyi_III-3B",-14787,-14145,"Grot Skeliastyi","III-3B","Ukraine",44.8069,33.982,290,6,7,1,6,1.09e-21,6.593406568,-0.228332948,13.41514608,1045.081751,613.9368821,1476.226621,23.98370514,18.70861323,29.25879705,-11.31784712,-26.45945019,3.823755952,35.30155226,18.34042901,52.26267552,-208.4488821,-570.6646251,153.7668608,54.37603219,-126.9747636,235.726828,253.6445475,-413.0652908,920.3543858,3.151010871,-0.061354703,6.363376446,1.461356269,92.36005805,1.130032686,3.243641379,3.633419854,77.59402795,38.84905334,142.8228972,0.688154474,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"22","Grotta del Romito_D11-D29",-15082,-14058,"Grotta del Romito","D11-D29","Italie",39.910981,15.929079,296,11,4,0.681307401,6,0.318692598,11.11659722,3.950510351,18.2826841,1362.26889,909.360716,1815.177064,23.73495735,18.19358967,29.27632503,-0.176053795,-16.0819738,15.72986621,23.91101115,6.093725334,41.72829696,76.53831175,-303.9613357,457.0379592,152.2673537,-38.23765666,342.7723641,505.3211808,-195.0427964,1205.685158,2.119899191,-1.254619979,5.494418362,1.819583691,115.0006052,1.407041589,4.038766644,4.524092894,96.61492602,48.37225897,177.8335783,0.856844211,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"23","Grotta Paglicci_4b",-14428.5,-13369.5,"Grotta Paglicci","4b","Italie",41.654194,15.615283,119,5,4,0.99985175,6,0.00014825,13.65120538,6.518495117,20.78391564,1674.04657,1223.247851,2124.845289,24.7922191,19.27666077,30.30777743,3.972719837,-11.8591171,19.80455677,20.81949926,3.08519885,38.55379967,200.1631227,-178.5643179,578.8905632,248.5101781,58.89245971,438.1278965,607.2014066,-89.90057075,1304.303384,3.462900537,0.104098453,6.821702621,1.787296845,112.9600248,1.382074924,3.967102429,4.443817008,94.90058264,47.51393754,174.6780844,0.841640295,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
