"","X.1","X","couche","min.14C","max.14C","site","level","pays","lat","long","alt","nb_mamm","First_predite","proba_value","Second_predite","proba_value.1","MAT.moy","MAT.min","MAT.max","Tp.moy","Tp.min","Tp.max","Tmax.moy","Tmax.min","Tmax.max","Tmin.moy","Tmin.min","Tmin.max","Mta.moy","Mta.min","Mta.max","It.moy","It.min","It.max","Itc.moy","Itc.min","Itc.max","P.moy","P.min","P.max","D.moy","D.min","D.max","MAT_se.fit","Tp_se.fit","Tmax_se.fit","Tmin_se.fit","Mta_se.fit","It_se.fit","Itc_se.fit","P_se.fit","D_se.fit","MAT_df","Tp_df","Tmax_df","Tmin_df","Mta_df","It_df","Itc_df","P_df","D_df","MAT_residual.scale","Tp_residual.scale","Tmax_residual.scale","Tmin_residual.scale","Mta_residual.scale","It_residual.scale","Itc_residual.scale","P_residual.scale","D_residual.scale"
"77",77,77,"Deba.tsevo",NA,NA,NA,NA,NA,48.35,38.43,314.66,22,6,0.916583525,4,0.083415576,10.59444048,3.869599556,17.31928141,1333.071693,908.05097,1758.092416,24.30226748,19.10210499,29.50242997,-3.01604225,-17.94256822,11.91048372,27.31830973,10.59810874,44.03851072,2.78010396,-354.2905884,359.8507964,123.8907089,-54.88411101,302.6655289,555.0905927,-102.1490447,1212.33023,2.436799197,-0.729936712,5.603535106,1.347316755,85.15257799,1.041848592,2.990518102,3.349879526,71.5388411,35.81739893,131.6774605,0.634453126,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"78",78,78,"Kamennaya.Step.",NA,NA,NA,NA,NA,51.05,40.7,167.27,26,6,0.995044055,4,0.004955945,9.430620359,2.469991321,16.3912494,1277.480999,837.5580888,1717.403908,23.0590203,17.67652836,28.44151223,-3.809436802,-19.25932049,11.64044688,26.8684571,9.562008092,44.1749061,6.20547057,-363.3849268,375.795868,112.5148452,-72.52822373,297.5579142,549.3914093,-130.8925343,1229.675353,1.555662633,-1.72210619,4.833431456,1.61327471,101.961547,1.24750767,3.580841111,4.011139848,85.6604824,42.88769043,157.6703594,0.759693056,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"79",79,79,"Kandalaksha",NA,NA,NA,NA,NA,67.13,32.43,30.49,11,8,0.999999169,6,8.31e-07,-3.847821679,-11.05295364,3.357310283,754.075351,298.6994646,1209.451237,18.10458168,12.53302135,23.67614202,-25.16882385,-41.16140873,-9.176238963,43.27340553,25.35904058,61.18777048,-563.2756034,-945.8484385,-180.7027683,-103.7729082,-295.3159028,87.77008645,351.9716046,-352.2083709,1056.15158,0.397294448,-2.995611104,3.7902,1.856826682,117.3544219,1.435840724,4.121431568,4.616691409,98.59242712,49.36233576,181.4734517,0.874381981,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"80",80,80,"Kaunas",NA,NA,NA,NA,NA,54.88,23.88,58.96,19,6,0.983157601,4,0.016842341,9.264931223,2.297211887,16.23265056,1395.641122,955.2700938,1836.01215,23.29942476,17.91145006,28.68739945,-4.184678309,-19.65029969,11.28094307,27.48410307,10.16002521,44.80818092,8.396208082,-361.5706647,378.3630809,149.1138333,-36.11772587,334.3453924,622.0545929,-58.92230754,1303.031493,1.473900046,-1.807207606,4.755007699,1.62072604,102.432483,1.25326961,3.59738016,4.029666343,86.05612768,43.08577842,158.3986011,0.763201897,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"81",81,81,"Khoseda.Khard",NA,NA,NA,NA,NA,67.08,59.38,102.42,12,8,0.999945741,6,5.43e-05,-2.098488141,-8.950761909,4.753785627,783.9782595,350.9035765,1217.052943,17.37320932,12.07450598,22.67191265,-20.73214823,-35.94152545,-5.522771023,38.10535755,21.06831594,55.14239916,-461.8404445,-825.6774729,-98.00341615,-112.1025953,-294.2651211,70.05993058,401.6826559,-268.0113898,1071.376702,0.568858709,-2.657885482,3.795602901,1.495808629,94.53750239,1.156673892,3.320112191,3.71907993,79.42335419,39.76494332,146.1900336,0.704378133,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"82",82,82,"Kirov",NA,NA,NA,NA,NA,58.65,49.62,120.46,19,8,0.707039344,6,0.292959558,1.287054307,-5.838976834,8.413085447,942.0902652,491.7136775,1392.466853,20.61333134,15.10293782,26.12372486,-17.59440475,-33.41141663,-1.777392858,38.20773609,20.4900422,55.92542997,-358.0974813,-736.4702787,20.27531616,-15.73281994,-205.1729789,173.7073391,447.4226486,-249.0265574,1143.871855,0.155489565,-3.200167312,3.511146442,1.780784243,112.5484179,1.377038881,3.952646991,4.427624504,94.55478126,47.34080493,174.0415875,0.838573503,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"83",83,83,"Kirovabad",NA,NA,NA,NA,NA,40.72,46.42,296.95,27,4,0.999310615,6,0.000689385,14.85962192,8.13240684,21.58683701,1757.826541,1332.655767,2182.997314,26.15078891,20.94879054,31.35278728,4.538901212,-10.39289446,19.47069689,21.6118877,4.885783755,38.33799164,188.2253544,-168.9713992,545.4221081,241.9263807,63.08844552,420.7643158,647.7604677,-9.711203574,1305.232139,4.504619161,1.336765258,7.672473064,1.350205724,85.33516551,1.044082565,2.996930489,3.35706247,71.69223751,35.89420002,131.9598085,0.635813545,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"84",84,84,"Kolodozero",NA,NA,NA,NA,NA,62.05,37.65,129.71,15,8,0.999952886,6,4.71e-05,-1.727172138,-9.09976703,5.645422754,840.2097978,374.2499859,1306.16961,20.36863628,14.66758077,26.06969179,-23.32638281,-39.69067013,-6.962095486,43.69501909,25.36428535,62.02575282,-517.0213655,-908.4860249,-125.5567061,-51.57810229,-247.5729725,144.4167679,414.0862998,-306.460349,1134.632949,0.141977914,-3.329786139,3.613741966,2.010843759,127.088548,1.554938534,4.463289454,4.999629312,106.7703134,53.4567635,196.5260201,0.946908813,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"85",85,85,"Kotlas",NA,NA,NA,NA,NA,61.23,46.63,83.01,16,8,0.999880399,6,0.000119601,-1.651200058,-9.023594537,5.721194422,847.6018908,381.6547453,1313.549036,20.23581041,14.53490988,25.93671095,-23.07341193,-39.43725441,-6.709569443,43.30922234,24.9789869,61.63945778,-501.626964,-893.0809821,-110.172946,-46.66259571,-242.6521381,149.3269467,409.2816347,-311.2454273,1129.808697,0.034533194,-3.437136484,3.506202872,2.010664455,127.0772157,1.554799882,4.462891469,4.999183503,106.7607929,53.45199684,196.5084962,0.946824379,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"86",86,86,"Lubny",NA,NA,NA,NA,NA,50.02,33,146.68,28,6,0.985087,4,0.014913,11.21121692,4.225476128,18.19695771,1388.587324,947.0773109,1830.097337,23.52797904,18.12606877,28.92988931,-0.785733835,-16.29135583,14.71988816,24.31371288,6.944827659,41.68259809,90.28331528,-280.6404477,461.2070783,147.3535578,-38.35708816,333.0642038,587.6404532,-95.0977404,1270.378647,1.798726226,-1.490867753,5.088320205,1.639546394,103.6219595,1.26782295,3.63915401,4.07646003,87.05543708,43.58610332,160.2379728,0.772064425,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"87",87,87,"Magnitogorsk",NA,NA,NA,NA,NA,53.35,59.08,399.32,24,6,0.997513419,4,0.00248606,6.704462351,-0.04368414,13.45260884,1090.752358,664.2586857,1517.24603,23.02246054,17.8042764,28.24064468,-9.373272476,-24.35152772,5.604982763,32.39573301,15.6175866,49.17387943,-180.1820948,-538.4902491,178.1260595,38.90912241,-140.4852584,218.3035032,460.4244472,-199.0929156,1119.94181,1.755382582,-1.422327947,4.93309311,1.375456612,86.93106209,1.063608487,3.052977619,3.419844613,73.03299071,36.56547581,134.4276564,0.64770422,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"88",88,88,"Minsk",NA,NA,NA,NA,NA,53.87,27.53,219.64,18,6,0.992691916,4,0.007307849,9.612397779,2.634413239,16.59038232,1377.674037,936.6542321,1818.693843,23.98967616,18.59376362,29.3855887,-4.220444435,-19.70885057,11.2679617,28.2101206,10.86052002,45.55972118,-13.46789516,-383.9798223,357.044032,141.2203338,-44.28411808,326.7247856,622.1833249,-59.79682592,1304.163476,1.328971708,-1.956969842,4.614913258,1.631466962,103.1113265,1.261575314,3.621220821,4.056371864,86.62644132,43.37131773,159.4483448,0.76825981,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"89",89,89,"Moskva..Moscow.",NA,NA,NA,NA,NA,55.75,37.57,200,20,6,0.999798731,8,0.000107956,5.734102371,-1.29769373,12.76589847,1128.719066,684.2982842,1573.139849,22.09787164,16.66034788,27.5353954,-10.07800085,-25.68584768,5.52984598,32.17587249,14.69247839,49.65926658,-167.020232,-540.3894062,206.3489421,53.6257609,-133.3092307,240.5607525,526.8659087,-160.3734136,1214.105231,0.62789738,-2.683384101,3.939178861,1.686902974,106.6149713,1.304442688,3.744267162,4.194204308,89.56994218,44.84504225,164.8662788,0.794364697,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"90",90,90,"Nar.yan.Mar",NA,NA,NA,NA,NA,67.65,53.02,50,11,8,0.999992482,6,7.51e-06,-3.301690737,-10.13762602,3.534244552,734.0504559,302.0083909,1166.092521,16.56506338,11.27899422,21.85113255,-22.39709789,-37.57021004,-7.223985732,38.96216127,21.96574258,55.95857996,-500.7554748,-863.7249745,-137.7859751,-136.6086047,-318.3367844,45.11957502,396.145117,-271.9521183,1064.242352,0.442351502,-2.77669888,3.661401883,1.477454458,93.37748938,1.14248104,3.279373084,3.673445329,78.44879782,39.27701154,144.3962233,0.695735131,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"91",91,91,"Penza",NA,NA,NA,NA,NA,53.13,45.02,156.95,22,6,0.989134235,4,0.010865765,9.789152891,2.840584857,16.73772092,1315.042255,875.8816202,1754.20289,23.24381479,17.87064935,28.61698023,-3.176119049,-18.599232,12.2469939,26.41993384,9.143472524,43.69639516,23.24929807,-345.7006929,392.199289,125.5332264,-59.18920987,310.2556626,582.099926,-97.00525806,1261.20511,1.585382406,-1.686706874,4.857471687,1.600537483,101.1565338,1.237658269,3.55256943,3.979470845,84.98417039,42.54908085,156.4255105,0.75369508,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"92",92,92,"Elista",NA,NA,NA,NA,NA,46.32,44.3,155.51,19,7,1,4,7.15e-14,7.996686638,1.261962155,14.73141112,1287.270605,861.6252247,1712.915985,24.46794261,19.2601374,29.67574783,-8.58363274,-23.53209635,6.364830874,33.05157535,16.30680054,49.79635017,-129.5286517,-487.124134,228.0668306,108.85504,-70.18252683,287.8926069,405.7661358,-252.4394525,1063.971724,3.936370002,0.764979913,7.107760091,1.3593097,85.91055137,1.051122457,3.017137767,3.379697995,72.17563377,36.13622234,132.8495684,0.640100619,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"93",93,93,"Smolensk",NA,NA,NA,NA,NA,54.75,32.07,236.15,20,6,0.999001791,4,0.000975031,7.600872727,0.613527234,14.58821822,1262.607443,820.9960108,1704.218876,23.14432878,17.74117763,28.54747992,-7.404585826,-22.91376963,8.104597976,30.5489146,13.17603956,47.92178964,-101.7443599,-472.7533281,269.2646083,97.10444677,-88.64885897,282.8577525,568.1799589,-114.715067,1251.074985,1.041356372,-2.248993262,4.331706007,1.641214108,103.7273617,1.269112554,3.642855685,4.080606524,87.14398814,43.63043823,160.4009637,0.772849753,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"94",94,94,"Sovdozero",NA,NA,NA,NA,NA,62.83,33.13,149.95,15,8,0.999910321,6,8.97e-05,-0.917077895,-8.455454461,6.621298671,924.7716368,448.3341574,1401.209116,21.22351104,15.39426043,27.05276164,-22.48783507,-39.2200931,-5.755577044,43.71134611,24.96842375,62.45426846,-495.3837855,-895.6509992,-95.11657183,-29.28852575,-229.6905766,171.1135251,256.4995604,-480.2494476,993.2485683,0.711640465,-2.838190383,4.261471313,2.155615941,136.2383819,1.666887483,4.784627276,5.359581319,114.457321,57.30542269,210.6750561,1.015082213,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"95",95,95,"Sura",NA,NA,NA,NA,NA,63.58,45.63,78.09,15,8,0.999956601,6,4.34e-05,-2.180924371,-9.591838972,5.229990231,813.2281009,344.8464219,1281.60978,19.8417782,14.11109095,25.57246545,-23.76008769,-40.20942983,-7.310745549,43.60186589,25.17585656,62.02787523,-517.9384098,-911.4377412,-124.4390784,-57.87309787,-254.8866686,139.1404729,325.0969675,-399.1947859,1049.388721,0.05550647,-3.434302381,3.545315322,2.044926636,129.2426404,1.581294027,4.538940157,5.084370729,108.5800211,54.36283105,199.8570457,0.962958482,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"96",96,96,"Tallinn",NA,NA,NA,NA,NA,59.42,24.8,130,17,6,0.995399966,4,0.004594527,8.215372574,1.175093433,15.25565172,1351.325905,906.3689814,1796.282829,23.70626975,18.26218625,29.15035325,-6.76466372,-22.39133959,8.86201215,30.47093347,12.9664477,47.97541924,-68.09142765,-441.9110281,305.7281727,135.7825031,-51.37800368,322.9430099,606.080311,-81.98808515,1294.148707,1.19659469,-2.118681465,4.511870845,1.695514741,107.1592487,1.311101966,3.763381928,4.215616037,90.02720349,45.07397957,165.7079336,0.798419988,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"97",97,97,"Tersko.Orlovskij",NA,NA,NA,NA,NA,67.2,41.32,110,9,8,0.999946516,6,5.35e-05,-1.342058664,-8.412619793,5.728502464,873.0601985,426.1894044,1319.930992,19.14040173,13.67290188,24.60790158,-21.12482244,-36.81871252,-5.430932358,40.26522417,22.68544726,57.84500107,-467.6317013,-843.0591925,-92.20421006,-64.70559995,-252.6711305,123.2599306,428.2046513,-262.8232977,1119.2326,0.695334318,-2.634201662,4.024870298,1.725988785,109.0852572,1.334666833,3.83102243,4.291384692,91.64529205,45.88410905,168.6862568,0.812770254,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"98",98,98,"Tome",NA,NA,NA,NA,NA,56.72,24.62,50.43,20,6,0.994410509,4,0.00558937,8.857973958,1.884754501,15.83119342,1363.749725,923.0310805,1804.468369,22.68416575,17.29193794,28.07639356,-4.343498437,-19.82132794,11.13433107,27.02766419,9.689911193,44.36541718,4.289271435,-365.9696428,374.5481857,132.4409226,-52.93685315,317.8186983,618.6644966,-62.84994791,1300.178941,1.296016487,-1.987681179,4.579714154,1.626487907,102.7966422,1.257725127,3.61016926,4.04399227,86.3620671,43.23895331,158.9617263,0.765915167,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"99",99,99,"Ust..Tsil.ma",NA,NA,NA,NA,NA,65.45,52.17,85.98,13,8,0.999997472,6,2.53e-06,-3.330714394,-10.76564703,4.104218247,762.0580098,292.1583523,1231.957667,19.47385662,13.72459679,25.22311646,-25.74346651,-42.24611934,-9.240813678,45.21732313,26.73159693,63.70304933,-574.199238,-968.9738617,-179.4246144,-80.97153687,-278.6236091,116.6805353,313.5882515,-413.0508596,1040.227363,0.034561282,-3.466557694,3.535680258,2.066090894,130.5802554,1.597659854,4.585916562,5.136992145,109.7037854,54.92546688,201.9254946,0.972924757,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"100",100,100,"Vasilevichi",NA,NA,NA,NA,NA,52.25,29.83,132.42,23,6,0.991624001,4,0.008375912,9.144903058,2.182818343,16.10698777,1345.58541,905.5704994,1785.600321,22.87375226,17.49013469,28.25736984,-3.898889405,-19.35200412,11.55422531,26.77264167,9.462573363,44.08270997,3.951897368,-365.7157925,373.6195872,126.5613401,-58.52042689,311.6431071,598.6148349,-81.8113766,1279.041046,1.388481377,-1.889972926,4.66693568,1.614806694,102.0583708,1.248692317,3.584241518,4.014948871,85.74182655,42.92841706,157.8200849,0.760414469,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"101",101,101,"Vereb.yë",NA,NA,NA,NA,NA,58.68,32.7,120.17,21,6,0.804097658,8,0.195848445,2.651685296,-4.404141742,9.707512333,1016.616338,570.6767624,1462.555914,20.75078582,15.2946795,26.20689215,-14.7147316,-30.37591774,0.946454543,35.46551742,17.92237439,53.00866045,-286.0842011,-660.7293523,88.56095016,9.301880181,-178.2719557,196.8757161,474.7569727,-214.8309677,1164.344913,0.549387723,-2.773209955,3.871985402,1.711212702,108.151385,1.323240833,3.798225284,4.254646412,90.86072237,45.49129802,167.2421442,0.805812178,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"102",102,102,"Vinnitsa",NA,NA,NA,NA,NA,49.23,28.47,257.27,25,6,0.997859977,4,0.002140022,10.4622602,3.446145684,17.47837471,1344.509043,901.0793625,1787.938724,23.68238378,18.25698623,29.10778134,-2.357239197,-17.93027901,13.21580061,26.03962298,8.595218548,43.48402741,33.89909734,-338.6374272,406.4356219,128.8066246,-57.71148382,315.324733,588.3349281,-97.37178361,1274.04164,1.318126519,-1.985770482,4.62202352,1.670894232,105.6031931,1.292063502,3.708733995,4.154401228,88.71992171,44.41946194,163.3016947,0.786826161,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"103",103,103,"Vologda",NA,NA,NA,NA,NA,59.28,39.87,117.82,21,8,0.986520304,6,0.013479647,-0.054524562,-7.223442132,7.114393009,881.8462217,428.7591429,1334.933301,20.15192515,14.60836856,25.69548175,-19.74607671,-35.65827976,-3.833873661,39.89800186,22.07367799,57.72232574,-417.7202489,-798.3701987,-37.0702992,-37.83563438,-228.4158967,152.744628,407.8899582,-292.750672,1108.530588,0.168715302,-3.207136848,3.544567452,1.822302359,115.1724294,1.409143871,4.044801028,4.53085241,96.75927986,48.44453271,178.0992822,0.858124435,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"104",104,104,"Troitsko.Pechorskiy",NA,NA,NA,NA,NA,62.7,56.2,113.66,15,8,0.999956601,6,4.34e-05,-2.003074371,-9.413988972,5.407840231,813.2281009,344.8464219,1281.60978,20.0196282,14.28894095,25.75031545,-23.58223769,-40.03157983,-7.132895549,43.60186589,25.17585656,62.02787523,-517.9384098,-911.4377412,-124.4390784,-57.87309787,-254.8866686,139.1404729,325.0969675,-399.1947859,1049.388721,0.05550647,-3.434302381,3.545315322,2.044926636,129.2426404,1.581294027,4.538940157,5.084370729,108.5800211,54.36283105,199.8570457,0.962958482,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"105",105,105,"Yelabuga",NA,NA,NA,NA,NA,55.77,52.07,105.47,26,6,0.998517742,4,0.00147772,5.471960292,-1.421505882,12.36542647,1124.043771,688.3656618,1559.72188,21.87829749,16.54774103,27.20885395,-10.48645872,-25.78726702,4.814349582,32.36475621,15.22529652,49.5042159,-167.6180849,-533.6423176,198.4061477,57.11921629,-126.1383786,240.3768112,473.0486546,-200.6712532,1146.768562,1.354246097,-1.89189565,4.600387844,1.541300596,97.41266766,1.191851768,3.42108663,3.832188158,81.83885347,40.97431295,150.6361052,0.725800357,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"106",106,106,"Beograd..Belgrade.",NA,NA,NA,NA,NA,44.8,20.47,121.09,21,6,0.961628508,4,0.03837148,9.581005628,2.707428494,16.45458276,1375.683642,941.2625522,1810.104732,23.20280032,17.8876236,28.51797705,-3.439742943,-18.69640533,11.81691944,26.64254327,9.552534377,43.73255216,16.51901945,-348.4491595,381.4871984,138.029168,-44.69969172,320.7580278,606.5375169,-65.23857313,1278.313607,1.758857224,-1.477918749,4.995633198,1.519471621,96.03304146,1.174971932,3.372634812,3.777914034,80.6797945,40.39400612,148.5026915,0.715521066,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"107",107,107,"Sarajevo",NA,NA,NA,NA,NA,43.87,18.43,704.64,19,6,0.973178626,4,0.026821145,12.00311415,5.082201971,18.92402633,1375.234005,937.8212646,1812.646746,26.19507066,20.84329085,31.54685048,-1.521557061,-16.8832848,13.84017067,27.71662773,10.5089281,44.92432735,-10.07226042,-377.5538011,357.4092802,138.224153,-45.76307328,322.2113792,616.5049012,-59.89739024,1292.907193,1.574155362,-1.684910742,4.833221467,1.571026503,99.29139259,1.214838118,3.487066557,3.906096692,83.41721794,41.76455373,153.5413106,0.739798323,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"108",108,108,"Skopje",NA,NA,NA,NA,NA,41.98,21.47,238.9,24,4,0.544628603,6,0.455371396,11.62938644,4.685952522,18.57282035,1464.422982,1025.586832,1903.259133,24.39278915,19.0235938,29.7619845,-0.203145367,-15.61486258,15.20857184,24.59593452,7.332238334,41.8596307,84.43069107,-284.2466922,453.1080743,176.3195,-8.266449521,360.9054496,627.0689553,-51.53445534,1305.672366,2.129197873,-1.140473745,5.398869491,1.595091399,100.8123326,1.23344694,3.540481248,3.965930063,84.69499824,42.40430084,155.8932478,0.751130513,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"109",109,109,"Tarfaya",NA,NA,NA,NA,NA,27.93,-13,200,14,3,0.975847117,4,0.024152882,20.41541489,12.9954499,27.83537988,2419.114377,1950.160699,2888.068055,28.37537965,22.63769395,34.11306535,11.78737333,-4.682057143,28.25680381,16.58800632,-1.860505305,35.03651794,398.0592344,4.07935216,792.0391167,439.9763109,242.7221424,637.2304793,331.4007592,-393.7755168,1056.577035,9.885927381,6.39185669,13.37999807,2.05291924,129.7477858,1.587474521,4.556680625,5.104243015,109.0044066,54.57530842,200.6381879,0.966722209,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"110",110,110,"Agadir",NA,NA,NA,NA,NA,30.38,-9.57,100,18,4,0.997643438,3,0.002356561,20.7935168,13.66510756,27.92192604,2485.519806,2034.992918,2936.046693,28.72361575,23.2113833,34.23584819,12.79181758,-3.030472771,28.61410792,15.93179817,-1.791808471,33.65540481,431.8082005,53.30913236,810.3072687,457.7573603,268.2539813,647.2607393,287.161597,-409.5200283,983.8432223,9.20517481,5.848398081,12.56195154,1.783105196,112.6951058,1.37883362,3.957798601,4.433395168,94.6780175,47.4025057,174.2684214,0.839666442,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"111",111,111,"Rabat",NA,NA,NA,NA,NA,34,-6.83,50.19,10,4,1,6,4.94e-11,17.41944878,9.781642869,25.05725468,2137.708138,1654.986565,2620.429711,26.53907903,20.63294203,32.44521602,9.403658737,-7.549293675,26.35661115,17.13542029,-1.854716623,36.1255572,333.5209657,-72.02567452,739.0676058,376.6988066,173.6535017,579.7441114,518.6302522,-227.8362947,1265.096799,7.391380798,3.794728551,10.98803305,2.239393392,141.5332511,1.73167063,4.970580567,5.567880048,118.9056749,59.53258299,218.8628872,1.054533118,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"112",112,112,"Tindouf",NA,NA,NA,NA,NA,27.67,-8.13,395.35,7,3,0.999999962,4,3.79e-08,23.45785314,15.98761731,30.92808897,2628.082716,2155.951841,3100.213592,30.65827432,24.88171535,36.43483329,14.92067882,-1.660333335,31.50169098,15.7375955,-2.835906229,34.31109723,465.2805546,68.6314278,861.9296813,489.3140192,290.7234383,687.9046001,211.9998113,-518.0895906,942.0892132,11.09513503,7.577391738,14.61287832,2.096933548,132.5295606,1.621509758,4.654375234,5.213677286,111.3414462,55.74539556,204.9398432,0.987448601,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"113",113,114,"Oran..Es.Senia.",NA,NA,NA,NA,NA,35.62,-0.6,83.69,12,4,1,6,8.44e-12,17.94962549,10.27536126,25.62388973,2158.834873,1673.809075,2643.860671,26.70165966,20.76733029,32.63598903,10.46682397,-6.567051719,27.50069967,16.23483568,-2.845948815,35.31562018,354.7894938,-52.69298408,762.2719717,387.1966262,183.1821042,591.2111481,525.7043833,-224.3253495,1275.734116,7.760856193,4.147035673,11.37467671,2.269604074,143.4426146,1.755031845,5.037636506,5.642993895,120.5097797,60.33571116,221.8154712,1.068759365,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"114",114,115,"Adrar",NA,NA,NA,NA,NA,27.88,-0.28,262.16,5,3,1,4,3.76e-12,24.39435219,16.96474584,31.82395855,2806.94557,2337.382543,3276.508598,31.12665084,25.3815097,36.87179199,16.05273026,-0.438100286,32.5435608,15.07392059,-3.398562685,33.54640386,518.1066721,123.6148598,912.5984844,532.2881667,334.7776899,729.7986435,155.1060444,-571.012512,881.2246008,11.78250172,8.283890896,15.28111254,2.061410324,130.2844359,1.594040478,4.575527521,5.125354685,109.4552599,54.80103746,201.4680479,0.970720671,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
