;couche;min.14C;max.14C;site;level;pays;lat;long;alt;nb_mamm;First_predite;proba_value;Second_predite;proba_value.1;MAT.moy;MAT.min;MAT.max;Tp.moy;Tp.min;Tp.max;Tmax.moy;Tmax.min;Tmax.max;Tmin.moy;Tmin.min;Tmin.max;Mta.moy;Mta.min;Mta.max;It.moy;It.min;It.max;Itc.moy;Itc.min;Itc.max;P.moy;P.min;P.max;D.moy;D.min;D.max;MAT_se.fit;Tp_se.fit;Tmax_se.fit;Tmin_se.fit;Mta_se.fit;It_se.fit;Itc_se.fit;P_se.fit;D_se.fit;MAT_df;Tp_df;Tmax_df;Tmin_df;Mta_df;It_df;Itc_df;P_df;D_df;MAT_residual.scale;Tp_residual.scale;Tmax_residual.scale;Tmin_residual.scale;Mta_residual.scale;It_residual.scale;Itc_residual.scale;P_residual.scale;D_residual.scale
16;cueva de El Linar_sondeo A - lvl 3;-18686.5;-18329;cueva de El Linar;sondeo A - lvl 3;spain;43.349;-4.177;179;7;6;0.835027522;4;0.164858457;5.20873128;-1.805782977;12.22324554;1146.624441;703.2958992;1589.952983;19.85649656;14.43233645;25.28065668;-7.923023514;-23.49251138;7.646464354;27.77952008;10.33909442;45.21994574;-102.248827;-474.7003823;270.2027284;54.85143877;-131.624128;241.3270056;440.7132861;-244.8370277;1126.2636;1.846247022;-1.456896417;5.149390461;1.669253981;105.4995266;1.290795133;3.705093275;4.150323015;88.63282883;44.37585709;163.1413878;0.786053764;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
18;Deszczowa_Layer 8;-27284.5;-18858;Deszczowa;Layer 8;Poland;50.583;19.517;365;9;6;0.975570342;8;0.024328984;1.848057582;-4.96844977;8.664564934;901.9633657;471.1491775;1332.777554;16.27067947;10.99963347;21.54172546;-11.23402835;-26.36401806;3.895961353;27.50470782;10.55659347;44.45282217;-197.7558833;-559.6938127;164.182046;-72.30115103;-253.5128537;108.9105517;415.2645342;-250.9339484;1081.463017;0.989765307;-2.220136435;4.199667049;1.455386693;91.9827713;1.125416553;3.230391248;3.618577495;77.27705978;38.69035668;142.239472;0.685343394;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
19;El Juyo_6;-20428.5;-16954;El Juyo;6;spain;43.431;-3.889;58;5;6;0.999283857;8;0.000612099;3.803292551;-3.265060809;10.87164591;1065.279359;618.5480994;1512.010618;20.65204524;15.18625261;26.11783788;-12.26960191;-27.9585916;3.419387787;32.92164715;15.3473595;50.49593481;-201.4184708;-576.7287356;173.891794;34.9037098;-153.0031289;222.8105485;523.6570959;-167.155081;1214.469273;0.498918447;-2.829577892;3.827414787;1.723780835;108.9457112;1.332959477;3.826121641;4.285894989;91.52805591;45.82541235;168.470467;0.811730527;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
20;El Portalon _P1;-20712.5;-20218;El Portalon ;P1;spain;42.35;-3.52;1000;6;6;0.604299234;4;0.395700506;8.643053569;1.365599128;15.92050801;1328.128415;868.181632;1788.075198;21.15099799;15.52351237;26.77848361;-2.141595663;-18.29470826;14.01151693;23.29259365;5.198410864;41.38677644;57.88430493;-328.5286563;444.2972661;128.2636151;-65.20201796;321.7292482;528.1076871;-183.1405893;1239.355963;1.67518388;-1.751778416;5.102146176;1.924418546;121.626336;1.488107935;4.271459165;4.784747363;102.1813706;51.15921446;188.079415;0.906211073;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
21;Grotta del Romito_F1-G3;-23790.5;-20684.5;Grotta del Romito;F1-G3;Italie;39.910981;15.929079;296;6;6;0.841253634;4;0.158714113;6.129536604;-1.113226167;13.37229937;1214.526283;756.772069;1672.280497;21.44280763;15.84214827;27.04346699;-7.811151292;-23.8872619;8.264959319;29.25395892;11.24603121;47.26188663;-88.65704983;-473.2279781;295.9138784;100.12493;-92.41845125;292.6683112;437.5826983;-270.2750532;1145.44045;1.628980629;-1.781645318;5.039606575;1.892213205;119.5909069;1.463204296;4.199975859;4.704674126;100.4713549;50.30305977;184.9318868;0.891045538;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
22;Grotta della Serratura_10A;-19016.5;-18122.5;Grotta della Serratura;10A;Italie;39.999;15.386;5;6;4;0.996024787;6;0.003975213;12.628694;5.567004247;19.69038374;1602.838054;1156.527945;2049.148162;22.96925889;17.50861907;28.42989871;3.757443595;-11.91675548;19.43164267;19.2118153;1.654095604;36.76953499;210.3933341;-164.5631111;585.3497793;212.6023952;24.87270356;400.3320868;616.0381408;-74.12278061;1306.199062;2.951770916;-0.37358752;6.277129353;1.717103658;108.5237029;1.327796171;3.811300909;4.269293296;91.17351603;45.64790463;167.8178856;0.808586236;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
23;Grotta della Serratura_10C;-19233;-18122.5;Grotta della Serratura;10C;Italie;39.999;15.386;5;7;6;0.690420887;4;0.309579113;11.12856889;3.997261904;18.25987588;1484.820438;1034.110408;1935.530468;22.67093228;17.15645907;28.18540549;0.599139024;-15.22958319;16.42786124;22.07179326;4.340981851;39.80260466;138.939403;-239.7135276;517.5923335;177.0225039;-12.55790955;366.6029173;569.5182133;-127.4466177;1266.483044;1.950999766;-1.407141515;5.309141046;1.785930272;112.8736552;1.381018185;3.964069168;4.44041925;94.82802132;47.47760821;174.5445249;0.840996774;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
24;Grotta Paglicci_10;-19111;-17987;Grotta Paglicci;10;Italie;41.654194;15.615283;119;8;4;0.518469373;6;0.481530417;8.951212736;1.89789364;16.00453183;1393.28246;947.5013903;1839.06353;21.76937129;16.3152043;27.22353828;-2.572304025;-18.22792351;13.08331546;24.34167531;6.80476786;41.87858277;46.25465246;-328.2573339;420.7666389;140.3563064;-47.15085779;327.8634706;533.1510021;-156.1918294;1222.493834;2.057650162;-1.263766524;5.379066848;1.708687975;107.9918182;1.32128852;3.792621373;4.248369097;90.72666625;45.42418005;166.9953947;0.804623281;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
25;Grotta Paglicci_13;-20538;-18404.5;Grotta Paglicci;13;Italie;41.654194;15.615283;119;3;4;0.999928889;6;7.11E-05;8.965739047;1.500799267;16.43067883;1418.135415;946.3392585;1889.931572;23.3236953;17.55123164;29.09615896;-3.523410803;-20.09266779;13.04584618;26.8471061;8.286772129;45.40744008;13.72250635;-382.6454145;410.0904272;186.6116557;-11.83813368;385.061445;472.6299412;-256.9418611;1202.201743;3.422587048;-0.092662327;6.937836423;2.092326369;132.2383795;1.617947134;4.644149091;5.2022223;111.0968175;55.62291718;204.4895692;0.985279075;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
26;Grotta Paglicci_14;-19715.5;-18450;Grotta Paglicci;14;Italie;41.654194;15.615283;119;3;4;0.999928889;6;7.11E-05;8.965739047;1.500799267;16.43067883;1418.135415;946.3392585;1889.931572;23.3236953;17.55123164;29.09615896;-3.523410803;-20.09266779;13.04584618;26.8471061;8.286772129;45.40744008;13.72250635;-382.6454145;410.0904272;186.6116557;-11.83813368;385.061445;472.6299412;-256.9418611;1202.201743;3.422587048;-0.092662327;6.937836423;2.092326369;132.2383795;1.617947134;4.644149091;5.2022223;111.0968175;55.62291718;204.4895692;0.985279075;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
27;Grotta Paglicci_15;-21490;-18498.5;Grotta Paglicci;15;Italie;41.654194;15.615283;119;4;4;0.999358342;6;0.000641658;10.10004264;3.001132278;17.19895301;1554.639551;1105.97704;2003.302063;23.63023842;18.14081676;29.11966007;-2.244041412;-18.00085575;13.51277293;25.87427983;8.224017249;43.52454241;48.02924984;-328.9035085;424.9620082;199.6473205;10.92814686;388.3664942;536.7842472;-157.014361;1230.582855;3.467137402;0.124251731;6.810023073;1.754153662;110.8653225;1.356446075;3.893537479;4.361411984;93.14077011;46.63285103;171.4388979;0.826033129;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
28;Grotta Paglicci_16;-21600.5;-19395;Grotta Paglicci;16;Italie;41.654194;15.615283;119;6;4;0.753515572;6;0.246477258;7.358835737;0.431496759;14.28617471;1339.350292;901.5313672;1777.169216;21.05982602;15.70307651;26.41657553;-5.041966383;-20.41795911;10.33402634;26.1017924;8.878113608;43.3254712;-27.9917421;-395.8145282;339.831044;108.6364733;-75.52160454;292.7945511;506.5210525;-170.5093498;1183.551455;2.432064304;-0.830028188;5.694156796;1.577923082;99.72726743;1.220171081;3.502374274;3.923243891;83.78340746;41.94789408;154.2153347;0.743045931;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
29;Grotta Paglicci_17;-24321.5;-19854.5;Grotta Paglicci;17;Italie;41.654194;15.615283;119;7;4;0.625667354;6;0.374332606;9.631355566;2.550216064;16.71249507;1438.542886;991.0035217;1886.08225;22.40060583;16.92492597;27.87628569;-1.94216773;-17.65953768;13.77520222;24.34277356;6.736695287;41.94885184;65.92584373;-310.0633303;441.9150177;160.8574279;-27.38932078;349.1041765;540.1454021;-151.9164043;1232.207209;2.122883902;-1.211633447;5.457401252;1.736538584;109.7520214;1.342824746;3.854438871;4.317615015;92.20545756;46.16456748;169.7173215;0.817738167;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
30;Grotta Paglicci_8c;-19244;-18219;Grotta Paglicci;8c;Italie;41.654194;15.615283;119;7;6;0.882057622;4;0.117886076;6.675549367;-0.312987705;13.66408644;1284.94072;843.2539774;1726.627462;21.09854692;15.69447436;26.50261949;-6.634742433;-22.14657107;8.877086207;27.73328936;10.35745166;45.10912706;-62.66591347;-433.7381512;308.4063243;96.98412038;-88.80086256;282.7691033;482.3339961;-200.6774864;1165.345479;1.859321174;-1.431589576;5.150231924;1.642451629;103.805575;1.2700695;3.6456025;4.083683415;87.20969713;43.6633368;160.5219105;0.773432503;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
31;Grotta Paglicci_9;-18955.5;-18001;Grotta Paglicci;9;Italie;41.654194;15.615283;119;3;4;0.999928889;6;7.11E-05;8.965739047;1.500799267;16.43067883;1418.135415;946.3392585;1889.931572;23.3236953;17.55123164;29.09615896;-3.523410803;-20.09266779;13.04584618;26.8471061;8.286772129;45.40744008;13.72250635;-382.6454145;410.0904272;186.6116557;-11.83813368;385.061445;472.6299412;-256.9418611;1202.201743;3.422587048;-0.092662327;6.937836423;2.092326369;132.2383795;1.617947134;4.644149091;5.2022223;111.0968175;55.62291718;204.4895692;0.985279075;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
32;Grotte de Caldeirao_FC;-23254;-22337.5;Grotte de Caldeirao;FC;Portugal;39.65;-8.42;120;4;6;0.583546414;4;0.416453585;9.988385392;2.691961234;17.28480955;1384.208099;923.0623996;1845.353799;23.29856085;17.65640638;28.94071531;-2.243120967;-18.43833895;13.95209701;25.54168181;7.400333965;43.68302966;70.38787298;-317.0323285;457.8080744;175.0151255;-18.95480328;368.9850542;490.17779;-222.9244561;1203.280036;1.871858645;-1.564036515;5.307753805;1.9418668;122.7290937;1.501600262;4.310187489;4.828129552;103.1078252;51.62306312;189.7846872;0.914427478;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
33;Hohle Fels_Nische, horizon 1c/Ib;-21035;-18739.5;Hohle Fels;Nische, horizon 1c/Ib;Germany;48.37;9.73;600;5;8;0.989963602;9;0.005272801;-2.109137172;-8.89488424;4.676609895;673.5481747;244.6780857;1102.418264;13.37153974;8.124279948;18.61879952;-16.2266419;-31.28835577;-1.164928041;29.59818164;12.72654764;46.46981565;-338.6934949;-698.9981371;21.61114732;-181.9302373;-362.324201;-1.536273519;371.667867;-291.5243171;1034.860051;0.258426373;-2.936990313;3.453843059;1.419878118;89.73857247;1.097958601;3.15157605;3.530291316;75.39165141;37.74638802;138.7691084;0.668622362;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
35;Kapova cave_NA;-19580.5;-18005;Kapova cave;NA;Russia;53.044;57.064;407;7;7;0.999994529;6;5.45E-06;3.306499678;-3.353759188;9.966758543;930.5884754;509.6494419;1351.527509;18.43423212;13.28400943;23.58445482;-11.49597574;-26.2791547;3.287203227;29.93020786;13.37057944;46.48983628;-195.9524555;-549.5940168;157.6891058;-38.95420437;-216.012159;138.1037502;331.708023;-319.2198087;982.6358546;2.424124976;-0.712199161;5.560449113;1.266621493;80.05250814;0.97944883;2.811406071;3.14924415;67.25414303;33.67217632;123.7908614;0.596453628;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
36;Kiputz IX_35;-22292.5;-21735;Kiputz IX;35;spain;43.291;-2.375;119;4;6;0.997390042;8;0.00250426;3.498874278;-3.449652454;10.44740101;1054.963909;615.805884;1494.121933;19.97057113;14.59743762;25.34370463;-12.02582193;-27.44884321;3.397199348;31.99639306;14.72003443;49.27275169;-202.3954482;-571.3432462;166.5523497;16.95945265;-167.7618856;201.6807909;609.3540471;-69.74710041;1288.455195;0.440334684;-2.831735147;3.712404516;1.600493729;101.1537685;1.237624436;3.552472314;3.979362059;84.9818472;42.5479177;156.4212343;0.753674476;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
37;Kuljurt-tamak Cave_NA;-20147;-16470;Kuljurt-tamak Cave;NA;Russia;53.433;57.75;684;9;6;0.99747494;4;0.001899425;1.992200893;-4.672121374;8.65652316;966.2959523;545.1001053;1387.491799;18.00617427;12.85280945;23.1595391;-13.33126851;-28.12346664;1.460929618;31.33744279;14.7677114;47.90717418;-255.0605702;-608.917887;98.79674669;-59.78393364;-236.9499107;117.3820434;304.7343727;-346.5905878;956.0593332;2.653585359;-0.484652239;5.791822956;1.271826064;80.38144539;0.983473404;2.822958191;3.162184452;67.53049156;33.81053591;124.2995203;0.598904467;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
38;La Riera Cave _7;-25074.5;-22944.5;La Riera Cave ;7;spain;43.425;-4.857;37;4;6;0.997390042;8;0.00250426;3.498874278;-3.449652454;10.44740101;1054.963909;615.805884;1494.121933;19.97057113;14.59743762;25.34370463;-12.02582193;-27.44884321;3.397199348;31.99639306;14.72003443;49.27275169;-202.3954482;-571.3432462;166.5523497;16.95945265;-167.7618856;201.6807909;609.3540471;-69.74710041;1288.455195;0.440334684;-2.831735147;3.712404516;1.600493729;101.1537685;1.237624436;3.552472314;3.979362059;84.9818472;42.5479177;156.4212343;0.753674476;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
39;Laa2 sondage 4_C4;-18774.5;-17813.5;Laa2 sondage 4;C4;France;43.1;-0.44;475;6;6;0.989592638;8;0.010385718;3.036516978;-3.965078734;10.03811269;1012.231346;569.7192773;1454.743416;19.03067971;13.6165092;24.44485022;-11.91870413;-27.45951787;3.6221096;30.94938384;13.541078;48.35768968;-199.8304476;-571.5960635;171.9351683;-4.690993287;-190.8231303;181.4411437;549.1916523;-135.0960918;1233.479396;0.221316931;-3.075743149;3.518377011;1.655966873;104.6597601;1.280520523;3.675601074;4.117286826;87.92731968;44.02262935;161.8427973;0.779796848;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
40;Laa2 sondage 4_C5;-20202.5;-19164.5;Laa2 sondage 4;C5;France;43.1;-0.44;475;6;6;0.996775293;8;0.00243448;4.857704026;-1.909784449;11.6251925;1179.842792;752.1266755;1607.558909;19.56717894;14.3340381;24.80031979;-8.954459884;-23.97564679;6.06672702;28.52163883;11.69540178;45.34787587;-129.5537106;-488.8888714;229.7814501;30.58972538;-149.3188475;210.4982982;614.5309036;-46.8768115;1275.938619;1.084304609;-2.102514084;4.271123301;1.398452757;88.38445529;1.081390869;3.104020098;3.47702071;74.25402321;37.17681096;136.6751412;0.658533133;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
41;Las Caldas_11 (Sala I);-22841;-21434.5;Las Caldas;11 (Sala I);spain;43.336;-5.922;178;4;6;0.996864199;8;0.003101501;3.144275511;-3.987023355;10.27557438;997.341016;546.6314996;1448.050532;18.96699735;13.45253042;24.48146428;-11.69748909;-27.52619328;4.131215094;30.66448644;12.93369523;48.39527765;-189.749121;-568.4016202;188.9033783;-1.296498555;-190.876696;188.2836989;399.1289283;-297.8351089;1096.092965;0.489002041;-2.869135415;3.847139497;1.785922358;112.873155;1.381012066;3.964051603;4.440399574;94.82760112;47.47739783;174.5437514;0.840993047;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
42;Las Caldas_12 (Sala I);-24095.5;-22319.5;Las Caldas;12 (Sala I);spain;43.336;-5.922;178;7;4;0.822201173;6;0.177796885;6.163845013;-0.903863036;13.23155306;1214.089179;767.3987047;1660.779654;21.02961679;15.56432316;26.49491043;-7.213102146;-22.9006595;8.474455207;28.24271894;10.67003575;45.81540213;-82.19087333;-457.4668738;293.0851271;91.72763071;-96.16205289;279.6173143;434.9298011;-255.8193075;1125.67891;2.372888067;-0.955304394;5.701080528;1.723135066;108.9048975;1.332460118;3.824688285;4.284289391;91.49376734;45.80824506;168.4073539;0.811426434;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
44;Maksyutovsky grotto_layer 2;-19280;-18594.5;Maksyutovsky grotto;layer 2;Russia;53.01;56.47;301;11;7;0.999999748;6;2.48E-07;5.200929591;-1.534008877;11.93586806;1122.167379;696.5084749;1547.826283;21.52015617;16.31218548;26.72812685;-11.27431211;-26.22325068;3.674626466;32.79446828;16.04916142;49.53977513;-176.5939856;-534.2008299;181.0128587;41.08490905;-137.9583464;220.1281645;240.6973376;-417.529164;898.9238392;3.297481941;0.125991087;6.468972794;1.359568377;85.92690016;1.051322486;3.017711929;3.380341152;72.1893688;36.14309907;132.8748497;0.64022243;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
45;Medvezh'ya_brown loam B;-23030.5;-19051;Medvezh'ya;brown loam B;Russia;61.8;59.15;762;7;8;0.95660297;9;0.04339703;-14.7695391;-21.98741196;-7.551666242;103.9561083;-352.2250231;560.1372397;10.85626444;5.274851865;16.43767701;-39.42251234;-55.44337704;-23.40164763;50.27877678;32.3327337;68.22481985;-964.5614201;-1347.810762;-581.3120783;-380.7377746;-572.6194764;-188.8560729;59.43593217;-645.9892507;764.861115;-0.177254157;-3.576159412;3.221651099;1.868862039;118.1150757;1.445147384;4.14814537;4.646615326;99.23147172;49.68228664;182.6497046;0.880049445;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
46;Miron_112;-18854.5;-18534.5;Miron;112;spain;43.25;-3.45;260;7;6;0.855578585;4;0.144379208;5.639188455;-1.479106511;12.75748342;1177.681473;727.7938237;1627.569122;20.83415362;15.3297423;26.33856493;-8.194312682;-23.99415328;7.605527914;29.0284663;11.33000713;46.72692547;-102.546995;-480.5090227;275.4150327;79.23556754;-109.9989311;268.4700662;430.6293624;-265.0637632;1126.322488;1.746252758;-1.605761145;5.098266662;1.773218349;112.0702413;1.371188352;3.935853655;4.408813164;94.15305294;47.13967135;173.3021491;0.835010714;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
47;Miron_113;-18854.5;-18534.5;Miron;113;spain;43.25;-3.45;260;6;6;0.743615577;4;0.252238906;3.373244944;-3.568519118;10.31500901;1059.563035;620.8324223;1498.293648;19.11630633;13.74840225;24.48421042;-10.83628617;-26.24429695;4.571724622;29.9525925;12.69304813;47.21213687;-186.1899334;-554.778652;182.3987853;18.01841314;-166.5231446;202.5599709;398.3405741;-280.0996367;1076.780785;2.102381448;-1.166503834;5.37126673;1.59331694;100.7001839;1.232074792;3.536542639;3.961518163;84.60077927;42.35712817;155.7198243;0.750294917;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
48;Miron_120-126;-23821;-21533;Miron;120-126;spain;43.25;-3.45;260;7;6;0.876248496;4;0.123717942;6.122357953;-0.925473282;13.17018919;1223.303752;777.8695241;1668.737981;20.96306904;15.51314568;26.41299239;-7.548671204;-23.19210978;8.094767369;28.51174024;10.98847745;46.03500304;-83.90536708;-458.125963;290.3152288;90.36347882;-96.99779468;277.7247523;423.11208;-265.6944057;1111.918566;1.989591487;-1.329240958;5.308423932;1.703153471;107.6420287;1.317008817;3.780336931;4.234608471;90.43279919;45.27704944;166.4544904;0.802017076;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
49;Novgorod Severskii_NA;-18764;-18461;Novgorod Severskii;NA;Ukraine;52;33.267;180;14;7;1;6;1.02E-10;2.832715409;-3.792498134;9.457928952;924.5111246;505.7870117;1343.235238;19.0836654;13.96054244;24.20678837;-13.18804807;-27.89344008;1.51734393;32.27171348;15.79921944;48.74420752;-241.0659615;-592.8467119;110.7147888;-31.21309501;-207.3393962;144.9132062;294.2360856;-353.2666575;941.7388287;2.847753599;-0.272067652;5.96757485;1.220950414;77.16602278;0.944132451;2.710034076;3.035690591;64.82913345;32.45804516;119.3272847;0.57494706;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
