",""couche"",""min.14C"",""max.14C"",""site"",""level"",""pays"",""lat"",""long"",""alt"",""nb_mamm"",""First_predite"",""proba_value"",""Second_predite"",""proba_value.1"",""MAT.moy"",""MAT.min"",""MAT.max"",""Tp.moy"",""Tp.min"",""Tp.max"",""Tmax.moy"",""Tmax.min"",""Tmax.max"",""Tmin.moy"",""Tmin.min"",""Tmin.max"",""Mta.moy"",""Mta.min"",""Mta.max"",""It.moy"",""It.min"",""It.max"",""Itc.moy"",""Itc.min"",""Itc.max"",""P.moy"",""P.min"",""P.max"",""D.moy"",""D.min"",""D.max"",""MAT_se.fit"",""Tp_se.fit"",""Tmax_se.fit"",""Tmin_se.fit"",""Mta_se.fit"",""It_se.fit"",""Itc_se.fit"",""P_se.fit"",""D_se.fit"",""MAT_df"",""Tp_df"",""Tmax_df"",""Tmin_df"",""Mta_df"",""It_df"",""Itc_df"",""P_df"",""D_df"",""MAT_residual.scale"",""Tp_residual.scale"",""Tmax_residual.scale"",""Tmin_residual.scale"",""Mta_residual.scale"",""It_residual.scale"",""Itc_residual.scale"",""P_residual.scale"",""D_residual.scale"""
"22,""Kozarnika_3"",-13572.5,-13105,""Kozarnika"",""3"",""Bulgarie"",43.652,22.703,85,12,6,0.957553110481716,4,0.0424462015923843,5.853737858003,-1.00266194829314,12.7101376642991,1209.770209806,776.434754529517,1643.10566508249,21.5807943819429,16.2789004801428,26.882688283743,-9.10356973787964,-24.3221051473127,6.11496567155343,30.6843641198263,13.6370638033934,47.7316644362593,-126.400049750235,-490.4561594928,237.656059992331,70.7393995252974,-111.53281395685,253.011613007445,440.090791558818,-230.006504760773,1110.18808787841,2.34213973154172,-0.886547416949882,5.57082688003332,1.50041505720442,94.8286360606214,1.16023593528723,3.33033666676551,3.7305330497171,79.6679429667169,39.8874017479926,146.640234174591,0.706547306087764,38,38,38,38,38,38,38,38,38,3.03640852152126,191.905884465861,2.34798382218673,6.73964353126576,7.54952590457405,161.225002211672,80.7206285936691,296.757656828112,1.42984852808664"
"23,""Krucza Skala_layer 6"",-13734,-12862.5,""Krucza Skala"",""layer 6"",""Poland"",49.8,18.733,360,7,8,0.999140892108481,9,0.000609816952444385,-3.63218161272994,-10.3789371156194,3.11457389015948,606.706715140128,180.300955546148,1033.11247473411,13.5613819852106,8.34427346349656,18.7784905069246,-19.6566474266324,-34.6318152144303,-4.68147963883444,33.2180294118452,16.4433414606428,49.9927173630477,-427.207375791171,-785.441672383776,-68.9730791985667,-197.981255997511,-377.338658435632,-18.6238535593895,318.39619235546,-340.985224881027,977.777609591946,0.197046365147457,-2.98000914526646,3.37410187556137,1.37379055747033,86.8257647591198,1.0623201657981,3.0492796270148,3.41570224413852,72.9445277526626,36.5211850016459,134.264827646851,0.646919672559129,38,38,38,38,38,38,38,38,38,3.03640852152126,191.905884465861,2.34798382218673,6.73964353126576,7.54952590457405,161.225002211672,80.7206285936691,296.757656828112,1.42984852808664"
"24,""La Fru_3"",-14494.5,-13136.5,""La Fru"",""3"",""France"",45.04,5.83,530,13,6,0.995199568053004,4,0.00479961137048229,6.36078908458887,-0.632539921240759,13.3541180904185,1171.98735391767,729.997753798871,1613.97695403647,20.5849599334439,15.1771818783716,25.9927379885162,-6.84011530696671,-22.3625801736307,8.68234955969728,27.4250752404137,10.0373231923893,44.812827288438,-62.0821192434414,-433.408795624573,309.24455713769,67.5376683588229,-118.374704535614,253.45004125326,512.17104992309,-171.308763313081,1195.65086315926,1.26424307888621,-2.02892419901399,4.55741035678641,1.64742106091221,104.119651075031,1.27391224597592,3.6566327020072,4.09603908266813,87.4735603943232,43.7954453930523,161.007588531156,0.775772615044603,38,38,38,38,38,38,38,38,38,3.03640852152126,191.905884465861,2.34798382218673,6.73964353126576,7.54952590457405,161.225002211672,80.7206285936691,296.757656828112,1.42984852808664"
"25,""Lapa do Picareiro_Camada E"",-15232.5,-13118.5,""Lapa do Picareiro"",""Camada E"",""Portugal"",39.531,-8.652,469,5,4,0.996972850748188,6,0.00302714925180021,11.6521262721947,4.56493328195038,18.739319262439,1465.86493218214,1017.94297782942,1913.78688653487,23.0447954033017,17.5644345204151,28.5251562861884,1.65744432053816,-14.0733620096988,17.3882506507751,21.3873510827675,3.76622181398299,39.008480351552,159.749629054852,-216.560968622638,536.060226732341,191.759907809933,3.35223174052561,380.16758387934,529.376702712914,-163.276729908798,1222.03013533463,3.09983566844787,-0.237532275800219,6.43720361269597,1.74255403626123,110.132207569595,1.34747635485415,3.86779083088764,4.33257143880075,92.524861644579,46.3244837341485,170.305230350945,0.820570850792915,38,38,38,38,38,38,38,38,38,3.03640852152126,191.905884465861,2.34798382218673,6.73964353126576,7.54952590457405,161.225002211672,80.7206285936691,296.757656828112,1.42984852808664"
"26,""Lapa do Picareiro_Camada F"",-14606.5,-13441,""Lapa do Picareiro"",""Camada F"",""Portugal"",39.531,-8.652,469,4,6,0.583546414315312,4,0.41645358537827,9.98838539238488,2.69196123369575,17.284809551074,1384.20809911674,923.062399621142,1845.35379861234,23.2985608457228,17.656406384955,28.9407153064906,-2.24312096674339,-18.438338946781,13.9520970132942,25.5416818124695,7.40033396472148,43.6830296602175,70.3878729780845,-317.032328481694,457.808074437863,175.015125465527,-18.9548032844891,368.985054215542,490.177789958718,-222.924456069692,1203.28003598713,1.87185864480921,-1.56403651542786,5.30775380504627,1.94186680045088,122.729093669094,1.50160026227823,4.3101874887644,4.82812955151747,103.107825241056,51.6230631242729,189.784687234837,0.914427477951463,38,38,38,38,38,38,38,38,38,3.03640852152126,191.905884465861,2.34798382218673,6.73964353126576,7.54952590457405,161.225002211672,80.7206285936691,296.757656828112,1.42984852808664"
"27,""Les Freydières_NA"",-13565,-12842,""Les Freydières"",NA,""France"",44.93,5.42,800,7,6,0.99904422364579,4,0.000955773584064896,8.40298913819169,1.03983737447549,15.7661409019079,1253.38283488448,788.019843818844,1718.74582595012,21.9433983480824,16.2496449881591,27.6371517080056,-4.42714783792655,-20.7704750952205,11.9161794193674,26.3705461860139,8.06329122164063,44.6778011503872,17.8705155728512,-373.092739528036,408.833770673738,115.88308336428,-79.8607483978493,311.62691512641,468.378049874209,-251.245692709501,1188.00179245792,0.948462829415732,-2.51885444255447,4.41578010138594,2.0023831005754,126.553820815552,1.5483961043607,4.44451008988331,4.97859328925265,106.321075550513,53.2318432839884,195.699133626873,0.942924678524112,38,38,38,38,38,38,38,38,38,3.03640852152126,191.905884465861,2.34798382218673,6.73964353126576,7.54952590457405,161.225002211672,80.7206285936691,296.757656828112,1.42984852808664"
"28,""Makhnevskaya 2_Horizon 6 "",-13584,-12544,""Makhnevskaya 2"",""Horizon 6 "",""Russia"",59.27,57.41,147,13,8,0.928903199539052,6,0.0710955924958948,-1.42230089887551,-8.21048984457181,5.3658880468208,804.093757561277,375.069337983976,1233.11817713858,17.0990839046073,11.8499358688692,22.3482319403453,-19.1488183046488,-34.2159521875266,-4.08168442177098,36.2479022092593,19.3701968782909,53.1256075402278,-404.758419046979,-765.192718327243,-44.3241197667151,-107.042653653474,-287.501532893701,73.4162255867529,266.386132825632,-397.044703754314,929.816969405578,1.35590929917689,-1.84065727069793,4.55247586905171,1.42272339000365,89.918398191074,1.10015878281807,3.15789144453285,3.53736561195486,75.5427275592735,37.8220274189171,139.047185693085,0.669962203917139,38,38,38,38,38,38,38,38,38,3.03640852152126,191.905884465861,2.34798382218673,6.73964353126576,7.54952590457405,161.225002211672,80.7206285936691,296.757656828112,1.42984852808664"
"29,""Miron_102.1-102.2"",-13996.5,-13578,""Miron"",""102.1-102.2"",""spain"",43.25,-3.45,260,7,4,0.93244876382634,6,0.0675512299140643,8.15551735254027,1.0010034496762,15.3100312554043,1317.39069792722,865.213954013809,1769.56744184064,22.3418716848862,16.8094531119339,27.8742902578385,-4.63461460742491,-20.5148471265429,11.2456179116931,26.9764862923133,9.18797474603215,44.7649978385945,-6.7507332469977,-386.635887578865,373.13442108487,141.352099348038,-48.8452523679928,331.549451064069,460.906261401175,-238.326653573776,1160.13917637613,2.45479388544919,-0.914275559811221,5.8238633307096,1.80843687805322,114.296108749428,1.39842201832166,4.01402506299365,4.4963781918283,96.023060664355,48.0759293533047,176.744165565622,0.851595162473891,38,38,38,38,38,38,38,38,38,3.03640852152126,191.905884465861,2.34798382218673,6.73964353126576,7.54952590457405,161.225002211672,80.7206285936691,296.757656828112,1.42984852808664"
"30,""Miron_11-11.2"",-13925.5,-13263.5,""Miron"",""11-11.2"",""spain"",43.25,-3.45,260,9,4,0.815236410335286,6,0.184763586418185,9.05912319037765,1.89899275619962,16.2192536245557,1346.05484388826,893.523126195199,1798.58656158132,21.9272796229229,16.3905179174282,27.4640413284177,-2.31887910883984,-18.2115781385311,13.5738199208514,24.2461587317645,6.44368261242007,42.0486348511089,54.7577461903747,-325.425630619495,434.941123000244,143.311933945559,-47.0347290159666,333.658596907084,502.556999751279,-197.224836312655,1202.33883581521,2.19470361276993,-1.17701066403251,5.56641788957238,1.81385283758165,114.638406070808,1.40261005338486,4.02604638237233,4.50984407643117,96.3106333281648,48.2199085492771,177.273484149647,0.854145544514056,38,38,38,38,38,38,38,38,38,3.03640852152126,191.905884465861,2.34798382218673,6.73964353126576,7.54952590457405,161.225002211672,80.7206285936691,296.757656828112,1.42984852808664"
"31,""Moulin du Roc (Saint-Chamassy, Dordogne)_Abri sommital Couche Bigarrée"",-13533.5,-12812.5,""Moulin du Roc (Saint-Chamassy, Dordogne)"",""Abri sommital Couche Bigarrée"",""France"",44.87,0.92,60,7,6,0.987699381047212,4,0.0123006104446931,8.46699097702634,1.19510548401273,15.73887647004,1279.34976965953,819.754953158327,1738.94458616072,22.0076697401134,16.3844904566368,27.6308490235901,-4.11867788488382,-20.2594295906326,12.022073820865,26.1263476250009,8.04601109732656,44.2066841526753,20.5952644591143,-365.52200085101,406.712529769239,124.958347257457,-68.3592395879238,318.275934102839,475.065622698308,-235.638383147352,1185.76962854397,1.30224704857709,-2.12209282364499,4.72658692079916,1.91927482420596,121.301244566319,1.48413041447668,4.26004210632379,4.77195835166485,101.908252985137,51.0224724887448,187.576703069979,0.903788888396923,38,38,38,38,38,38,38,38,38,3.03640852152126,191.905884465861,2.34798382218673,6.73964353126576,7.54952590457405,161.225002211672,80.7206285936691,296.757656828112,1.42984852808664"
"32,""Nørre Lyngby_A"",-13718.5,-12716.5,""Nørre Lyngby"",""A"",""Denmark"",55.7,12.7,20,6,8,0.992465264658345,6,0.00753466726429763,-0.704365281698415,-7.76505639763592,6.35632583423909,933.046078096471,486.799084669719,1379.29307152322,18.5442587559301,13.0843911537364,24.0041263581238,-19.0645268078022,-34.7365093057148,-3.39254430988957,37.6087855637315,20.053548807493,55.1640223199701,-398.626263984006,-773.529684493653,-23.7228434743593,-66.9459277707692,-254.649071515954,120.757215974416,257.092588880289,-432.970733067878,947.155910828455,1.36518651112911,-1.95970166773151,4.69007468998973,1.71610129738025,108.460352081272,1.32702106943889,3.80907606005895,4.26680109333722,91.1202934336937,45.6212576381334,167.719921835518,0.80811422333823,38,38,38,38,38,38,38,38,38,3.03640852152126,191.905884465861,2.34798382218673,6.73964353126576,7.54952590457405,161.225002211672,80.7206285936691,296.757656828112,1.42984852808664"
"34,""Pont D'Ambon_3B"",-14705,-13205,""Pont D'Ambon"",""3B"",""France"",45.54,0.24,80,7,6,0.999843189575852,4,0.000152225288885909,5.95066207953744,-1.34787334229038,13.2491975013653,1139.64054456742,678.361409858114,1600.91967927672,20.4999516706453,14.8561646193815,26.143738721909,-7.67837595945798,-23.878280120836,8.52152820192001,28.1783276301073,10.0317304769237,46.324924783291,-75.2009972658743,-462.733301033952,312.331306502204,62.8418154509486,-131.184239635979,256.867870537876,444.788723680067,-268.519862667026,1158.09731002716,0.59370592136915,-2.84318343529104,4.03059527802934,1.94380183777416,122.851391128861,1.50309658146525,4.3144825174755,4.83294070070732,103.210570439705,51.6745046309015,189.973804456008,0.915338689420165,38,38,38,38,38,38,38,38,38,3.03640852152126,191.905884465861,2.34798382218673,6.73964353126576,7.54952590457405,161.225002211672,80.7206285936691,296.757656828112,1.42984852808664"
"35,""Ružín Cave_8"",-13543.5,-13130.5,""Ružín Cave"",""8"",""slovaquie"",48.859,21.11,506,8,6,0.996272185434717,8,0.00368051853478086,2.10612660177122,-5.01158769391779,9.22384089746024,953.365669705116,503.514719937276,1403.21661947296,19.9902580289715,14.4862957331299,25.494220324813,-15.2147132982752,-31.0132650314605,0.583838434910065,35.2049713272504,17.5079558974098,52.901986757091,-277.019113925533,-654.950309590068,100.912081739002,0.666068494746924,-188.552993441725,189.885130431218,326.447117070245,-369.189257742186,1022.08349188268,0.73802230764511,-2.61371815708436,4.08976277237458,1.77264948894832,112.034288407987,1.37074846581347,3.93459100668264,4.40739878764419,94.1228480128975,47.1245486270951,173.246552626028,0.834742836684055,38,38,38,38,38,38,38,38,38,3.03640852152126,191.905884465861,2.34798382218673,6.73964353126576,7.54952590457405,161.225002211672,80.7206285936691,296.757656828112,1.42984852808664"
"36,""schuger 4_layer 3"",-13784,-13489.5,""schuger 4"",""layer 3"",""Russia"",64.31,58.3,176,7,8,0.999994142875268,9,5.81680348903533e-06,-7.36071337448197,-14.2123393441399,-0.509087404824019,457.437993031461,24.4042518806771,890.471734182245,13.730708701873,8.43250629649598,19.0289111072501,-27.4960561784196,-42.7039955310343,-12.2881168258049,41.2267648802949,24.1913339164569,58.262195844133,-634.364346483038,-998.166978534083,-270.561714431994,-236.826083665899,-418.971388304422,-54.6807790273762,204.431555293879,-465.199179110612,874.062289698369,0.177987163624834,-3.04845197928977,3.40442630653944,1.49508437157586,94.4917281863654,1.15611384054,3.31850462221054,3.71727918451526,79.3848981141672,39.7456894942813,146.119249674249,0.704037079632506,38,38,38,38,38,38,38,38,38,3.03640852152126,191.905884465861,2.34798382218673,6.73964353126576,7.54952590457405,161.225002211672,80.7206285936691,296.757656828112,1.42984852808664"
"37,""Smole? III_Layer 7b"",-13721,-13445.5,""Smole? III"",""Layer 7b"",""Poland"",50.438,19.676,445,8,6,0.999250157611193,8,0.000737656110856806,1.19664580905533,-5.57623972484843,7.96953134295908,829.597427283785,401.540207855798,1257.65464671177,16.6847964041995,11.4474821395296,21.9221106688694,-13.644002806074,-28.6771690790064,1.38916346685837,30.3287992102778,13.4891432731697,47.1684551473859,-253.44198097293,-613.063710869788,106.179748923928,-90.2833577994952,-270.335407388584,89.768691789594,350.457444625819,-311.477741881732,1012.39263113337,1.07316181279094,-2.11619836154415,4.26252198712603,1.40481387292247,88.7864880111819,1.0863097713719,3.11813929653011,3.49283656977081,74.5917811004692,37.3459164258292,137.296832838301,0.661528590173872,38,38,38,38,38,38,38,38,38,3.03640852152126,191.905884465861,2.34798382218673,6.73964353126576,7.54952590457405,161.225002211672,80.7206285936691,296.757656828112,1.42984852808664"
"38,""Smole? III_Layer 8"",-14130,-12586.5,""Smole? III"",""Layer 8"",""Poland"",50.438,19.676,445,6,8,0.954071800695475,6,0.0458949547382263,-1.48747346982054,-8.30128734807986,5.32634040843877,707.617115058245,276.973158678492,1138.261071438,14.4488927975876,9.17992959973414,19.7178559954411,-16.2942084953479,-31.4182197416514,-1.17019724904442,30.7431012929374,13.8016838195426,47.6845187663321,-333.144273946702,-694.93918718252,28.6506392891158,-155.934015898225,-337.074114628351,25.2060828319013,358.210497674503,-307.724743332541,1024.14573868155,0.27054161311878,-2.9380917691918,3.47917499542936,1.45230577494006,91.7880523254219,1.12303415046378,3.22355280988042,3.6109173029785,77.1134714308556,38.6084527929872,141.938364259768,0.683892585569943,38,38,38,38,38,38,38,38,38,3.03640852152126,191.905884465861,2.34798382218673,6.73964353126576,7.54952590457405,161.225002211672,80.7206285936691,296.757656828112,1.42984852808664"
"39,""Trou Jadot_CGMphi"",-14089.5,-13374.5,""Trou Jadot"",""CGMphi"",""Belgium"",50.47,5.58,175,7,6,0.930506891724756,8,0.0694787361233382,2.73984526657387,-4.126678636453,9.60636916960073,1000.12652995933,566.151215545392,1434.10184437327,16.5293149094953,11.2195922800488,21.8390375389417,-9.99751290984477,-25.2385198683324,5.24349404864289,26.5268278193407,9.45435561645462,43.5993000222268,-163.017168917431,-527.610840554661,201.576502719798,-56.4353255258866,-238.976680477719,126.106029425946,468.933722671878,-202.153033136453,1140.02047848021,0.74319439876183,-2.49026019940133,3.97664899692499,1.51167005830448,95.5399701665108,1.16893916488046,3.35531838277005,3.7585167422139,80.2655527956936,40.186607456704,147.740220467732,0.711847300025494,38,38,38,38,38,38,38,38,38,3.03640852152126,191.905884465861,2.34798382218673,6.73964353126576,7.54952590457405,161.225002211672,80.7206285936691,296.757656828112,1.42984852808664"
"40,""Zigeunerfels_E"",-13985,-13491.5,""Zigeunerfels"",""E"",""Germany"",48.07,9.16,600,6,6,0.996834566988215,8,0.00312057637942572,4.27378106581989,-2.7203026570237,11.2678647886635,1115.76668138691,673.729381943377,1557.80398083044,19.1508550232943,13.7424933631746,24.559216683414,-9.91471069347676,-25.4388507377741,5.6094293508206,29.0655657167722,11.675937190136,46.4551942434084,-146.111794850214,-517.478544644189,225.254954943761,14.9915704103014,-170.940866066274,200.924006886877,455.5936670683,-227.959907010999,1139.1472411476,0.779936477380886,-2.51358619769458,4.07345915245636,1.64820267747514,104.169050494365,1.27451665181654,3.65836758615568,4.09798244254459,87.5150620997735,43.8162240793956,161.083978350941,0.776140679250757,38,38,38,38,38,38,38,38,38,3.03640852152126,191.905884465861,2.34798382218673,6.73964353126576,7.54952590457405,161.225002211672,80.7206285936691,296.757656828112,1.42984852808664"
"41,""Peyrazet_3"",NA,NA,""Peyrazet"",""3"",""France"",44.905,1.61353,140,5,6,0.999552331493168,8,0.000435338313446094,3.44222946222956,-3.87135200833166,10.7558109327908,1016.94502049361,554.714951392759,1479.17508959446,20.5094493764839,14.8540275669973,26.1648711859705,-13.0642043977251,-29.2975049233599,3.16909612790968,33.5736537742123,15.3896471177061,51.7576604307185,-213.296365860668,-601.627573736387,175.034842015052,27.9099996165792,-166.516043318822,222.336042551981,363.370379561406,-351.408703965168,1078.14946308798,0.31743322656002,-3.12654133305705,3.76140778617709,1.95755270313031,123.720467855408,1.51372980461966,4.34500407940962,4.86712994549464,103.940703846243,52.0400610069254,191.31771933226,0.921813988922869,38,38,38,38,38,38,38,38,38,3.03640852152126,191.905884465861,2.34798382218673,6.73964353126576,7.54952590457405,161.225002211672,80.7206285936691,296.757656828112,1.42984852808664"
"42,""Michelberg_NA"",NA,NA,""Michelberg"",NA,""Germany"",50.35,7.3833,219,6,6,0.999974436037894,4,2.37911710041505e-05,6.36356563316235,-0.773085889411697,13.5002171557364,1192.57011748617,741.52230463191,1643.61793034043,20.357633398025,14.8390273867387,25.8762394093113,-7.33979729605062,-23.1803822924715,8.50078770037025,27.6974306940772,9.95333099217106,45.4415303959833,-67.0583763918912,-445.995087099867,311.878334316085,53.4618239279298,-136.260669891026,243.184317746886,470.382701267081,-227.104467678418,1167.86987021258,0.780787580155462,-2.57987044813494,4.14144560844586,1.79113208836799,113.202418310048,1.38504062845291,3.97561517412812,4.45335270396134,95.1042235791936,47.615894581576,175.052914601697,0.84344631560928,38,38,38,38,38,38,38,38,38,3.03640852152126,191.905884465861,2.34798382218673,6.73964353126576,7.54952590457405,161.225002211672,80.7206285936691,296.757656828112,1.42984852808664"
"43,""Gully_cave_Alr"",NA,NA,""Gully_cave"",""Alr"",""UK"",51.27,-2.67,285,8,8,0.999995546425268,6,4.44992957770174e-06,-4.87199252851985,-11.8581538071848,2.11416875014508,577.025610164761,135.489021889198,1018.56219844032,14.8805445745488,9.47830915555639,20.2827799935412,-23.723039325936,-39.2295946317893,-8.21648402008282,38.6035839004894,21.2336532165942,55.9735145843846,-522.705683152933,-893.651772791605,-151.759593514261,-183.672179407677,-369.394003685805,2.049644870452,261.983421767683,-420.795867180302,944.762710715669,-0.353887068802493,-3.64367905511609,2.9359049175111,1.63998351784343,103.649586434272,1.26816096755652,3.64012425504536,4.07754686606876,87.0786471640333,43.5977239245973,160.280694294756,0.772270266815074,38,38,38,38,38,38,38,38,38,3.03640852152126,191.905884465861,2.34798382218673,6.73964353126576,7.54952590457405,161.225002211672,80.7206285936691,296.757656828112,1.42984852808664"
